Description,Enabled,Patel26,InError,ErrorType,Name,Priority,RuleIdentity,SupportedByTask,Legacy,BodyContainsWords,ExceptIfBodyContainsWords,FlaggedForAction,ExceptIfFlaggedForAction,FromAddressContainsWords,ExceptIfFromAddressContainsWords,From,ExceptIfFrom,HasAttachment,ExceptIfHasAttachment,HasClassification,ExceptIfHasClassification,HeaderContainsWords,ExceptIfHeaderContainsWords,MessageTypeMatches,ExceptIfMessageTypeMatches,MyNameInCcBox,ExceptIfMyNameInCcBox,MyNameInToBox,ExceptIfMyNameInToBox,MyNameInToOrCcBox,ExceptIfMyNameInToOrCcBox,MyNameNotInToBox,ExceptIfMyNameNotInToBox,ReceivedAfterDate,ExceptIfReceivedAfterDate,ReceivedBeforeDate,ExceptIfReceivedBeforeDate,RecipientAddressContainsWords,ExceptIfRecipientAddressContainsWords,SentOnlyToMe,ExceptIfSentOnlyToMe,SentTo,ExceptIfSentTo,SubjectContainsWords,ExceptIfSubjectContainsWords,SubjectOrBodyContainsWords,ExceptIfSubjectOrBodyContainsWords,WithImportance,ExceptIfWithImportance,WithinSizeRangeMaximum,ExceptIfWithinSizeRangeMaximum,WithinSizeRangeMinimum,ExceptIfWithinSizeRangeMinimum,WithSensitivity,ExceptIfWithSensitivity,ApplyCategory,ApplySystemCategory,CopyToFolder,DeleteMessage,DeleteSystemCategory,ForwardAsAttachmentTo,ForwardTo,MarkAsRead,MarkImportance,MoveToFolder,PinMessage,RedirectTo,SendTextMessageNotificationTo,SoftDeleteMessage,StopProcessingRules,DisplayAlert,PlaySound,MailboxOwnerId,IsValid,ObjectState
"Take the following actions:
	mark the message as Read
	and move the message to folder 'RSS Feeds'
	and stop processing more rules on this message
",FALSE,52b9c00a-3d50-4d6f-8452-6d833f86f23b\2298125932252102657,FALSE,None,...,2,2.30E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,TRUE,,RSS Feeds,FALSE,,,FALSE,TRUE,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
	and the message includes specific words in the subject 'Outgoing Wire Kelly58'
Take the following actions:
	mark the message as Read
	and move the message to folder 'Morgan50 - Outgoing'
	and stop processing more rules on this message
",TRUE,52b9c00a-3d50-4d6f-8452-6d833f86f23b\18228220638814797825,FALSE,None,Outgoing Morgan50,3,1.82E+19,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Outgoing Wire Kelly58,,,,,,,,,,,,,,,FALSE,,,,TRUE,,Morgan50 - Outgoing,FALSE,,,FALSE,TRUE,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
	and the message includes specific words in the subject 'Melissa27 Wire Kelly58'
Take the following actions:
	mark the message as Read
	and move the message to folder 'Morgan50 - Melissa27'
	and stop processing more rules on this message
",TRUE,52b9c00a-3d50-4d6f-8452-6d833f86f23b\18012047856701014017,FALSE,None,Melissa27 Morgan50,4,1.80E+19,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Melissa27 Wire Kelly58,,,,,,,,,,,,,,,FALSE,,,,TRUE,,Morgan50 - Melissa27,FALSE,,,FALSE,TRUE,,,52b9c00a-3d50-4d6f-8452-6d833f86f23b,TRUE,Unchanged
"If the message:
	the message was received from 'Jambor, Kathy M'
Take the following actions:
	delete the message
	and stop processing more rules on this message
",TRUE,taylor32\7789179622452625409,FALSE,None,"Jambor, Kathy M",1,7.79E+18,TRUE,,,,,,,,"""Jambor, Kathy M"" [SMTP:collins27@cruz29109.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,taylor32,TRUE,Unchanged
"If the message:
	the message was received from 'Janet18 Wilkens'
Take the following actions:
	move the message to folder 'Inbox'
	and stop processing more rules on this message
",TRUE,taylor32\7861237216490553345,FALSE,None,Janet18 Wilkens,2,7.86E+18,TRUE,,,,,,,,"""Janet18 Wilkens"" [SMTP:cooper19@freemail1.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Inbox,FALSE,,,FALSE,TRUE,,,taylor32,TRUE,Unchanged
"If the message:
	the message was received from 'anthony35@cruz29110.example'
Take the following actions:
	delete the message
	and stop processing more rules on this message
",TRUE,taylor32\7933294810528481281,FALSE,None,anthony35@cruz29110.example,3,7.93E+18,TRUE,,,,,,,,"""anthony35@cruz29110.example"" [SMTP:anthony35@cruz29110.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,taylor32,TRUE,Unchanged
"If the message:
	the message was sent to 'ramos24@cruz2976.example'
Take the following actions:
	delete the message
	and mark the message as Read
	and redirect the message to 'Ramos24 Foss'
	and stop processing more rules on this message
",TRUE,Ramos24\4346819594502012929,FALSE,None,Redirect messages sent to ramos24@cruz2976.example,1,4.35E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""ramos24@cruz2976.example"" [SMTP:ramos24@cruz2976.example]",,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,FALSE,"""Ramos24 Foss"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=9a99f186bb024e1cbf9aa2a9bce6ee8c-mfoss]",,FALSE,TRUE,,,Ramos24,TRUE,Unchanged
"If the message:
	the message was sent to 'Evelyn25 Samantha21 Betty12'
	and the message includes specific words in the subject or body 'declined'
Take the following actions:
	forward the message to 'Patricia12 Paul37' and 'Jonathan24 Katherine13' and 'Betty12 Support'
	and stop processing more rules on this message
",TRUE,jack20\2889367410861670401,FALSE,None,Declined,1,2.89E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Evelyn25 Samantha21 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=bea494afc06144a69fa8edcbbd04d191-mendotaheig]",,,,declined,,,,,,,,,,,,,FALSE,,,"""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12] ""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f] ""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",FALSE,,,FALSE,,,FALSE,TRUE,,,jack20,TRUE,Unchanged
"Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,jack20\2961425004899598337,FALSE,None,Email Forwarding,2,2.96E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",FALSE,,,FALSE,,,FALSE,TRUE,,,jack20,TRUE,Unchanged
"If the message:
	the message was received from 'edward48@cruz2926.example'
	and the message includes specific words in the subject or body 'unsuccessful' or 'successful'
Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,jack20\3033482598937526273,FALSE,None,Forward messages from edward48@cruz2926.example,3,3.03E+18,TRUE,,,,,,,,"""edward48@cruz2926.example"" [SMTP:edward48@cruz2926.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,unsuccessful successful,,,,,,,,,,,,,FALSE,,,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",FALSE,,,FALSE,,,FALSE,TRUE,,,jack20,TRUE,Unchanged
"If the message:
	the message was received from 'nelson24@cruz298.example'
	and the message was sent to 'Evelyn25 Samantha21 Betty12'
Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,jack20\3105540192975454209,FALSE,None,Faxes,4,3.11E+18,TRUE,,,,,,,,"""nelson24@cruz298.example"" [SMTP:nelson24@cruz298.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Evelyn25 Samantha21 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=bea494afc06144a69fa8edcbbd04d191-mendotaheig]",,,,,,,,,,,,,,,,,FALSE,,,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",FALSE,,,FALSE,,,FALSE,TRUE,,,jack20,TRUE,Unchanged
"If the message:
	the message was sent to 'Minntetonka Betty12'
	and the message includes specific words in the subject or body 'Declined'
Take the following actions:
	forward the message to 'Jonathan24 Katherine13' and 'Patricia12 Paul37'
	and stop processing more rules on this message
",TRUE,nancy30\744307954089459713,FALSE,None,Nancy30 Declined,1,7.44E+17,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Minntetonka Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f611703c9f7342558920c5339c3aeb97-nancy30]",,,,Declined,,,,,,,,,,,,,FALSE,,,"""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f] ""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12]",FALSE,,,FALSE,,,FALSE,TRUE,,,nancy30,TRUE,Unchanged
"Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,nancy30\816365548127387649,FALSE,None,Email Forwarding,2,8.16E+17,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",FALSE,,,FALSE,,,FALSE,TRUE,,,nancy30,TRUE,Unchanged
"If the message:
	the message was received from 'edward48@cruz2926.example'
	and the message was sent to 'Minntetonka Betty12'
	and the message includes specific words in the subject 'unsuccessful' or 'Successful'
Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,nancy30\888423142165315585,FALSE,None,Sucessful or unsuccessful,3,8.88E+17,TRUE,,,,,,,,"""edward48@cruz2926.example"" [SMTP:edward48@cruz2926.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Minntetonka Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f611703c9f7342558920c5339c3aeb97-nancy30]",,unsuccessful Successful,,,,,,,,,,,,,,,FALSE,,,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",FALSE,,,FALSE,,,FALSE,TRUE,,,nancy30,TRUE,Unchanged
"If the message:
	the message was received from 'nelson24@cruz298.example'
	and the message was sent to 'Minntetonka Betty12'
Take the following actions:
	forward the message to 'Betty12 Support'
	and stop processing more rules on this message
",FALSE,nancy30\960480736203243521,FALSE,None,Fax Forwarding,4,9.60E+17,TRUE,,,,,,,,"""nelson24@cruz298.example"" [SMTP:nelson24@cruz298.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Minntetonka Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f611703c9f7342558920c5339c3aeb97-nancy30]",,,,,,,,,,,,,,,,,FALSE,,,"""Betty12 Support"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=c63709e32d7c4bffb9b018e5ed9c4258-support]",FALSE,,,FALSE,,,FALSE,TRUE,,,nancy30,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
Take the following actions:
	move the message to folder 'MORGAN50'
	and stop processing more rules on this message
",TRUE,Daniel29\4828253765767266305,FALSE,None,For all messages sent to Betty12 Morgan50,1,4.83E+18,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,MORGAN50,FALSE,,,FALSE,TRUE,,,Daniel29,TRUE,Unchanged
"If the message:
	the message includes specific words in the subject 'fax'
Take the following actions:
	mark the message as Read
	and move the message to folder 'RSS Feeds'
	and stop processing more rules on this message
",FALSE,Daniel29\4900311359805194241,FALSE,None,For all messages sent to Betty12 Morgan50,2,4.90E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,fax,,,,,,,,,,,,,,,FALSE,,,,TRUE,,RSS Feeds,FALSE,,,FALSE,TRUE,,,Daniel29,TRUE,Unchanged
"If the message:
	the message includes specific words in the subject or body 'payoff'
Take the following actions:
	mark the message as Read
	and move the message to folder 'RSS Feeds'
	and stop processing more rules on this message
",FALSE,Daniel29\4972368953843122177,FALSE,None,For all messages sent to Betty12 Morgan50,3,4.97E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,payoff,,,,,,,,,,,,,FALSE,,,,TRUE,,RSS Feeds,FALSE,,,FALSE,TRUE,,,Daniel29,TRUE,Unchanged
"If the message:
	the message includes specific words in the subject or body 'Declined'
Take the following actions:
	forward the message to 'Patricia12 Paul37' and 'Jonathan24 Katherine13'
	and stop processing more rules on this message
",TRUE,sandoval26\12649844315174993921,FALSE,None,Declined,1,1.26E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,Declined,,,,,,,,,,,,,FALSE,,,"""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12] ""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f]",FALSE,,,FALSE,,,FALSE,TRUE,,,sandoval26,TRUE,Unchanged
"If the message:
	the message was sent to 'Rebecca30 Sandoval28'
	and the message includes specific words in the subject or body 'Declined'
Take the following actions:
	forward the message to 'Jonathan24 Katherine13' and 'Patricia12 Paul37'
	and stop processing more rules on this message
",TRUE,Ronald33\2667152378494451713,FALSE,None,Rebecca30 Sandoval28 Declined,1,2.67E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Rebecca30 Sandoval28"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=74829b952f9a4a34be13693c2c385ca2-Ronald33]",,,,Declined,,,,,,,,,,,,,FALSE,,,"""Jonathan24 Katherine13"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=f0639eda83bb4a368102663cb87772b5-Jonathan24_a9d16f] ""Patricia12 Paul37"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4391a39bc52346e5bb68d1874947b06c-Patricia12]",FALSE,,,FALSE,,,FALSE,TRUE,,,Ronald33,TRUE,Unchanged
"If the message:
	the message was received from 'External Vendor 5 - System Message'
Take the following actions:
	move the message to folder 'External Vendor 5'
	and stop processing more rules on this message
",TRUE,Eric26\2735666873621282817,FALSE,None,External Vendor 5 - System Message (4),1,2.74E+18,TRUE,,,,,,,,"""External Vendor 5 - System Message"" [SMTP:eric25-phillips34@cruz293.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,External Vendor 5,FALSE,,,FALSE,TRUE,,,Eric26,TRUE,Unchanged
"If the message:
	the message includes specific words in the subject 'Notice of Rejected Anna26'
Take the following actions:
	move the message to folder 'Rejections'
	and stop processing more rules on this message
",TRUE,Eric26\16154496096293355521,FALSE,None,Notice of Rejected Anna26 (1),2,1.62E+19,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Notice of Rejected Anna26,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Rejections,FALSE,,,FALSE,TRUE,,,Eric26,TRUE,Unchanged
"If the message:
	the message was received from 'External Vendor 5 - System Message'
Take the following actions:
	move the message to folder 'External Vendor 5'
	and stop processing more rules on this message
",TRUE,Eric26\1210927997188571137,FALSE,None,External Vendor 5 - System Message (3),3,1.21E+18,TRUE,,,,,,,,"""External Vendor 5 - System Message"" [SMTP:eric25-phillips34@cruz293.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,External Vendor 5,FALSE,,,FALSE,TRUE,,,Eric26,TRUE,Unchanged
"If the message:
	the message was received from 'External Vendor 5 - System Message'
Take the following actions:
	move the message to folder 'Rejections'
	and stop processing more rules on this message
",TRUE,Eric26\1282985591226499073,FALSE,None,External Vendor 5 - System Message (2),4,1.28E+18,TRUE,,,,,,,,"""External Vendor 5 - System Message"" [SMTP:eric25-phillips34@cruz293.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Rejections,FALSE,,,FALSE,TRUE,,,Eric26,TRUE,Unchanged
"If the message:
	the message was received from 'External Vendor 5 - System Message'
Take the following actions:
	move the message to folder 'External Vendor 5'
	and stop processing more rules on this message
",TRUE,Eric26\1499158373340282881,FALSE,None,External Vendor 5 - System Message (1),7,1.50E+18,TRUE,,,,,,,,"""External Vendor 5 - System Message"" [SMTP:eric25-phillips34@cruz293.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,External Vendor 5,FALSE,,,FALSE,TRUE,,,Eric26,TRUE,Unchanged
"If the message:
	the message was received from 'External Vendor 5 - System Message'
Take the following actions:
	move the message to folder 'External Vendor 5'
	and stop processing more rules on this message
",TRUE,Eric26\1643273561416138753,FALSE,None,External Vendor 5 - System Message,9,1.64E+18,TRUE,,,,,,,,"""External Vendor 5 - System Message"" [SMTP:support@cruz293.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,External Vendor 5,FALSE,,,FALSE,TRUE,,,Eric26,TRUE,Unchanged
"If the message:
	the message was received from 'Ruth55 Paul28'
Take the following actions:
	move the message to folder 'Junk Email'
	and stop processing more rules on this message
",TRUE,stephanie23\252464439838638081,FALSE,None,Ruth55 Paul28,3,2.52E+17,TRUE,,,,,,,,"""Ruth55 Paul28"" [SMTP:ruth55@cruz29112.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Junk Email,FALSE,,,FALSE,TRUE,,,stephanie23,TRUE,Unchanged
"If the message:
	the message was received from 'sanchez27@cruz297.example'
Take the following actions:
	move the message to folder 'Morgan50'
	and stop processing more rules on this message
",TRUE,stephanie23\324522033876566017,FALSE,None,Morgan50,4,3.25E+17,TRUE,,,,,,,,"""sanchez27@cruz297.example"" [SMTP:sanchez27@cruz297.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Morgan50,FALSE,,,FALSE,TRUE,,,stephanie23,TRUE,Unchanged
"If the message:
	the body of the message contains the words 'Cooper27 Mendoza10'
	and a recipient address contains the words 'william20@cruz29113.example'
Take the following actions:
	apply the following category: ''Mail Original Mortgage''
	and stop processing more rules on this message
",TRUE,ruth31\12803176494478131201,FALSE,None,Final Policy - Mail Originals - (Kelly67 Cloud),1,1.28E+19,TRUE,,Cooper27 Mendoza10,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,william20@cruz29113.example,,FALSE,FALSE,,,,,,,,,,,,,,,Mail Original Mortgage,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,ruth31,TRUE,Unchanged
"If the message:
	the message was received from 'eric25-phillips34@cruz293.example'
	and the message includes specific words in the subject 'Notice of Recorded'
Take the following actions:
	move the message to folder 'External Vendor 5 - Recordings'
	and stop processing more rules on this message
",TRUE,ruth31\3390044684981108737,FALSE,None,External Vendor 5 - Recordings,9,3.39E+18,TRUE,,,,,,,,"""eric25-phillips34@cruz293.example"" [SMTP:eric25-phillips34@cruz293.example]",,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,Notice of Recorded,,,,,,,,,,,,,,,FALSE,,,,FALSE,,External Vendor 5 - Recordings,FALSE,,,FALSE,TRUE,,,ruth31,TRUE,Unchanged
"If the message:
	the sender's address contains these words: 'evelyn30'
Take the following actions:
	move the message to folder '[folder not found]'
	and stop processing more rules on this message
",TRUE,ruth31\3462102279019036673,TRUE,PropertiesInError,Uploads,10,3.46E+18,TRUE,,,,,,evelyn30,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,ruth31,TRUE,Unchanged
"If the message:
	the sender's address contains these words: 'cruz294.example'
	and the message includes specific words in the subject or body 'Catherine33 Anna26'
Take the following actions:
	move the message to folder '[folder not found]'
	and stop processing more rules on this message
",TRUE,ruth31\3534159873056964609,TRUE,PropertiesInError,Catherine33 Packages,11,3.53E+18,TRUE,,,,,,cruz294.example,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,Catherine33 Anna26,,,,,,,,,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,TRUE,,,ruth31,TRUE,Unchanged
"If the message:
	the message was sent to 'Kelly63 Betty12'
	and the message includes specific words in the subject or body 'Declined'
Take the following actions:
	forward the message to 'James59 Sandoval24'
	and stop processing more rules on this message
",TRUE,kelly63\7459845438565253121,FALSE,None,Kelly63 Declined,1,7.46E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Kelly63 Betty12"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=3a416eb48bf14e10b0f07137d6589ea4-kelly63]",,,,Declined,,,,,,,,,,,,,FALSE,,,"""James59 Sandoval24"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=e2b4575270d44fce8abc4f6201a3fc17-rivera21]",FALSE,,,FALSE,,,FALSE,TRUE,,,kelly63,TRUE,Unchanged
"If the message:
	the message was sent to 'Betty12 Morgan50'
Take the following actions:
	move the message to folder 'Morgan50'
	and stop processing more rules on this message
",TRUE,Rogers27\3120196339275661313,FALSE,None,Betty12 Morgan50,1,3.12E+18,TRUE,,,,,,,,,,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,"""Betty12 Morgan50"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=452031fbb014409b81009320adaa2c3d-Betty12 Wire]",,,,,,,,,,,,,,,,,FALSE,,,,FALSE,,Morgan50,FALSE,,,FALSE,TRUE,,,Rogers27,TRUE,Unchanged
